,memory,version,dataset,motif length,metric,value
2536,64 GB,SCAMPI (64 GB),BlackLeggedKittiwake,512,extent@k,1.1446901325686354
2537,64 GB,SCAMPI (64 GB),BlackLeggedKittiwake,1024,extent@k,2.1223182326644605
2538,64 GB,SCAMPI (64 GB),BlackLeggedKittiwake,2048,extent@k,4.832756731142175
2539,64 GB,SCAMPI (64 GB),BlackLeggedKittiwake,4096,extent@k,11.732324302477323
2540,64 GB,SCAMPI (64 GB),house,512,extent@k,0.02513076998422452
2541,64 GB,SCAMPI (64 GB),house,1024,extent@k,4.871524759159087
2542,64 GB,SCAMPI (64 GB),house,2048,extent@k,0.268064357198043
2543,64 GB,SCAMPI (64 GB),house,4096,extent@k,3.0105204035847355
2544,0.25 GB,SCAMPI (0.25 GB),FingerFlexionECoG,512,extent@k,6.133426536610674e-11
2545,0.25 GB,SCAMPI (0.25 GB),FingerFlexionECoG,1024,extent@k,6.884870204295793e-10
2546,0.25 GB,SCAMPI (0.25 GB),FingerFlexionECoG,2048,extent@k,1.4969894545386751e-09
2547,0.25 GB,SCAMPI (0.25 GB),FingerFlexionECoG,4096,extent@k,0.0005514526271584895
2548,1 GB,SCAMPI (1 GB),Lab_FD_061014,512,extent@k,3.4454534284764318
2549,1 GB,SCAMPI (1 GB),Lab_FD_061014,1024,extent@k,4.914383898241976
2550,1 GB,SCAMPI (1 GB),Lab_FD_061014,2048,extent@k,7.020952037081581
2551,1 GB,SCAMPI (1 GB),Lab_FD_061014,4096,extent@k,11.427945863238065
2552,0.25 GB,SCAMPI (0.25 GB),Lab_FD_061014,512,extent@k,3.5357670242112955
2553,0.25 GB,SCAMPI (0.25 GB),Lab_FD_061014,1024,extent@k,4.9206220420694775
2554,0.25 GB,SCAMPI (0.25 GB),Lab_FD_061014,2048,extent@k,7.015202834195174
2555,0.25 GB,SCAMPI (0.25 GB),Lab_FD_061014,4096,extent@k,11.556282599417512
2556,4 GB,SCAMPI (4 GB),MGHSleepElectromyography,512,extent@k,1.4788401425779596
2557,4 GB,SCAMPI (4 GB),MGHSleepElectromyography,1024,extent@k,4.600294406861369
2558,4 GB,SCAMPI (4 GB),MGHSleepElectromyography,2048,extent@k,12.453464119111597
2559,4 GB,SCAMPI (4 GB),MGHSleepElectromyography,4096,extent@k,21.322610129951258
2560,8 GB,SCAMPI (8 GB),FingerFlexionECoG,512,extent@k,6.133426536610674e-11
2561,8 GB,SCAMPI (8 GB),FingerFlexionECoG,1024,extent@k,6.884870204295793e-10
2562,8 GB,SCAMPI (8 GB),FingerFlexionECoG,2048,extent@k,1.4969894545386751e-09
2563,8 GB,SCAMPI (8 GB),FingerFlexionECoG,4096,extent@k,0.0005514526271584895
2564,0.5 GB,SCAMPI (0.5 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2565,0.5 GB,SCAMPI (0.5 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2566,0.5 GB,SCAMPI (0.5 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2567,0.5 GB,SCAMPI (0.5 GB),HAR_Ambient_Sensor_Data,4096,extent@k,46.305948521256965
2568,32 GB,SCAMPI (32 GB),MGHSleepElectromyography,512,extent@k,1.4800273000184827
2569,32 GB,SCAMPI (32 GB),MGHSleepElectromyography,1024,extent@k,4.587360743957248
2570,32 GB,SCAMPI (32 GB),MGHSleepElectromyography,2048,extent@k,11.53038074459816
2571,32 GB,SCAMPI (32 GB),MGHSleepElectromyography,4096,extent@k,19.818633747879797
2572,16 GB,SCAMPI (16 GB),swtAttack7,512,extent@k,0.0017529974329701685
2573,16 GB,SCAMPI (16 GB),swtAttack7,1024,extent@k,1.6131443186832355
2574,16 GB,SCAMPI (16 GB),swtAttack7,2048,extent@k,4.000508193667399
2575,16 GB,SCAMPI (16 GB),swtAttack7,4096,extent@k,15.327886148530071
2576,32 GB,SCAMPI (32 GB),solarwind,512,extent@k,0.7435737079805875
2577,32 GB,SCAMPI (32 GB),solarwind,1024,extent@k,1.839554767002059
2578,32 GB,SCAMPI (32 GB),solarwind,2048,extent@k,6.036425775821318
2579,32 GB,SCAMPI (32 GB),solarwind,4096,extent@k,21.448246865807004
2580,64 GB,SCAMPI (64 GB),swtAttack7,512,extent@k,0.0017529974329701685
2581,64 GB,SCAMPI (64 GB),swtAttack7,1024,extent@k,1.6131443186832355
2582,64 GB,SCAMPI (64 GB),swtAttack7,2048,extent@k,4.000508193667399
2583,64 GB,SCAMPI (64 GB),swtAttack7,4096,extent@k,15.327886148530071
2584,2 GB,SCAMPI (2 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2585,2 GB,SCAMPI (2 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2586,2 GB,SCAMPI (2 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2587,2 GB,SCAMPI (2 GB),HAR_Ambient_Sensor_Data,4096,extent@k,42.97761307492425
2588,0.5 GB,SCAMPI (0.5 GB),Lab_K_060314,512,extent@k,6.229025936910201
2589,0.5 GB,SCAMPI (0.5 GB),Lab_K_060314,1024,extent@k,9.760829460148354
2590,0.5 GB,SCAMPI (0.5 GB),Lab_K_060314,2048,extent@k,11.44072825275559
2591,0.5 GB,SCAMPI (0.5 GB),Lab_K_060314,4096,extent@k,16.441275065848757
2592,4 GB,SCAMPI (4 GB),Lab_FD_061014,512,lower_bound,1.953759151
2593,4 GB,SCAMPI (4 GB),Lab_FD_061014,1024,lower_bound,2.23943034
2594,4 GB,SCAMPI (4 GB),Lab_FD_061014,2048,lower_bound,2.6626086991
2595,4 GB,SCAMPI (4 GB),Lab_FD_061014,4096,lower_bound,5.0323687031
2596,1 GB,SCAMPI (1 GB),MGHSleepElectromyography,512,lower_bound,0.6715736648
2597,1 GB,SCAMPI (1 GB),MGHSleepElectromyography,1024,lower_bound,1.5188099039
2598,1 GB,SCAMPI (1 GB),MGHSleepElectromyography,2048,lower_bound,2.7399714552
2599,1 GB,SCAMPI (1 GB),MGHSleepElectromyography,4096,lower_bound,3.8865297134
2600,8 GB,SCAMPI (8 GB),lorenzAttractorsLONG,512,lower_bound,7.93426e-05
2601,8 GB,SCAMPI (8 GB),lorenzAttractorsLONG,1024,lower_bound,0.0014220438
2602,8 GB,SCAMPI (8 GB),lorenzAttractorsLONG,2048,lower_bound,0.0116333613
2603,8 GB,SCAMPI (8 GB),lorenzAttractorsLONG,4096,lower_bound,0.0095394438
2604,8 GB,SCAMPI (8 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8231826029
2605,8 GB,SCAMPI (8 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.6790353249
2606,8 GB,SCAMPI (8 GB),Challenge2009TestSetA_101a,2048,lower_bound,7.5635553493
2607,8 GB,SCAMPI (8 GB),Challenge2009TestSetA_101a,4096,lower_bound,13.7489950735
2608,0.25 GB,SCAMPI (0.25 GB),lorenzAttractorsLONG,512,lower_bound,7.93426e-05
2609,0.25 GB,SCAMPI (0.25 GB),lorenzAttractorsLONG,1024,lower_bound,0.0014220438
2610,0.25 GB,SCAMPI (0.25 GB),lorenzAttractorsLONG,2048,lower_bound,0.0116333613
2611,0.25 GB,SCAMPI (0.25 GB),lorenzAttractorsLONG,4096,lower_bound,0.0095394438
2612,64 GB,SCAMPI (64 GB),stator_winding,512,lower_bound,0.4582928378
2613,64 GB,SCAMPI (64 GB),stator_winding,1024,lower_bound,0.4378771039
2614,64 GB,SCAMPI (64 GB),stator_winding,2048,lower_bound,0.8598953142
2615,64 GB,SCAMPI (64 GB),stator_winding,4096,lower_bound,1.1803327421
2616,2 GB,SCAMPI (2 GB),Challenge2009Respiration500HZ,512,lower_bound,0.0073315315
2617,2 GB,SCAMPI (2 GB),Challenge2009Respiration500HZ,1024,lower_bound,0.0051774690000000005
2618,2 GB,SCAMPI (2 GB),Challenge2009Respiration500HZ,2048,lower_bound,1.835800761
2619,2 GB,SCAMPI (2 GB),Challenge2009Respiration500HZ,4096,lower_bound,4.7718659283000004
2620,16 GB,SCAMPI (16 GB),stator_winding,512,lower_bound,0.4582928378
2621,16 GB,SCAMPI (16 GB),stator_winding,1024,lower_bound,0.4378771039
2622,16 GB,SCAMPI (16 GB),stator_winding,2048,lower_bound,0.845196249
2623,16 GB,SCAMPI (16 GB),stator_winding,4096,lower_bound,1.1697467982
2624,4 GB,SCAMPI (4 GB),FingerFlexionECoG,512,lower_bound,1e-10
2625,4 GB,SCAMPI (4 GB),FingerFlexionECoG,1024,lower_bound,7.000000000000001e-10
2626,4 GB,SCAMPI (4 GB),FingerFlexionECoG,2048,lower_bound,1.5e-09
2627,4 GB,SCAMPI (4 GB),FingerFlexionECoG,4096,lower_bound,0.0005514135
2628,8 GB,SCAMPI (8 GB),MGHSleepElectromyography,512,lower_bound,1.1038509663
2629,8 GB,SCAMPI (8 GB),MGHSleepElectromyography,1024,lower_bound,2.5386605975
2630,8 GB,SCAMPI (8 GB),MGHSleepElectromyography,2048,lower_bound,4.6649372368
2631,8 GB,SCAMPI (8 GB),MGHSleepElectromyography,4096,lower_bound,6.6539593817
2632,32 GB,SCAMPI (32 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
2633,32 GB,SCAMPI (32 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
2634,32 GB,SCAMPI (32 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0068497919
2635,32 GB,SCAMPI (32 GB),SynchrophasorEventsLarge,4096,lower_bound,0.005204693000000001
2636,0.25 GB,SCAMPI (0.25 GB),BlackLeggedKittiwake,512,lower_bound,0.6140398066
2637,0.25 GB,SCAMPI (0.25 GB),BlackLeggedKittiwake,1024,lower_bound,1.2728341168
2638,0.25 GB,SCAMPI (0.25 GB),BlackLeggedKittiwake,2048,lower_bound,1.9144931254
2639,0.25 GB,SCAMPI (0.25 GB),BlackLeggedKittiwake,4096,lower_bound,3.4637836785
2640,0.5 GB,SCAMPI (0.5 GB),WindTurbine,512,lower_bound,0.0074398178
2641,0.5 GB,SCAMPI (0.5 GB),WindTurbine,1024,lower_bound,0.0051931386
2642,0.5 GB,SCAMPI (0.5 GB),WindTurbine,2048,lower_bound,0.0071114803
2643,0.5 GB,SCAMPI (0.5 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2644,1 GB,SCAMPI (1 GB),lorenzAttractorsLONG,512,lower_bound,7.93426e-05
2645,1 GB,SCAMPI (1 GB),lorenzAttractorsLONG,1024,lower_bound,0.0014220438
2646,1 GB,SCAMPI (1 GB),lorenzAttractorsLONG,2048,lower_bound,0.0116333613
2647,1 GB,SCAMPI (1 GB),lorenzAttractorsLONG,4096,lower_bound,0.0095394438
2648,1 GB,SCAMPI (1 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8382868708000001
2649,1 GB,SCAMPI (1 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.2102989724
2650,1 GB,SCAMPI (1 GB),Challenge2009TestSetA_101a,2048,lower_bound,6.0088677133
2651,1 GB,SCAMPI (1 GB),Challenge2009TestSetA_101a,4096,lower_bound,10.7756441165
2652,2 GB,SCAMPI (2 GB),solarwind,512,lower_bound,0.3112137977
2653,2 GB,SCAMPI (2 GB),solarwind,1024,lower_bound,0.7041142960000001
2654,2 GB,SCAMPI (2 GB),solarwind,2048,lower_bound,1.7908007778000001
2655,2 GB,SCAMPI (2 GB),solarwind,4096,lower_bound,3.3958252059
2656,32 GB,SCAMPI (32 GB),Lab_FD_061014,512,lower_bound,2.7877749151
2657,32 GB,SCAMPI (32 GB),Lab_FD_061014,1024,lower_bound,3.1968280775
2658,32 GB,SCAMPI (32 GB),Lab_FD_061014,2048,lower_bound,3.8735910812
2659,32 GB,SCAMPI (32 GB),Lab_FD_061014,4096,lower_bound,7.0563158974
2660,4 GB,SCAMPI (4 GB),EOG_one_hour_400_Hz,512,lower_bound,1.5135005311
2661,4 GB,SCAMPI (4 GB),EOG_one_hour_400_Hz,1024,lower_bound,3.7509422764
2662,4 GB,SCAMPI (4 GB),EOG_one_hour_400_Hz,2048,lower_bound,6.6833437466
2663,4 GB,SCAMPI (4 GB),EOG_one_hour_400_Hz,4096,lower_bound,9.6616028394
2664,2 GB,SCAMPI (2 GB),swtAttack7,512,lower_bound,0.0017530025
2665,2 GB,SCAMPI (2 GB),swtAttack7,1024,lower_bound,1.3267836081
2666,2 GB,SCAMPI (2 GB),swtAttack7,2048,lower_bound,2.7285794241
2667,2 GB,SCAMPI (2 GB),swtAttack7,4096,lower_bound,4.8312532465
2668,0.5 GB,SCAMPI (0.5 GB),CinC_Challenge,512,lower_bound,0.0
2669,0.5 GB,SCAMPI (0.5 GB),CinC_Challenge,1024,lower_bound,0.0
2670,0.5 GB,SCAMPI (0.5 GB),CinC_Challenge,2048,lower_bound,0.0
2671,0.5 GB,SCAMPI (0.5 GB),CinC_Challenge,4096,lower_bound,0.0
2672,0.5 GB,SCAMPI (0.5 GB),water,512,lower_bound,4.5500000000000004e-08
2673,0.5 GB,SCAMPI (0.5 GB),water,1024,lower_bound,0.000333317
2674,0.5 GB,SCAMPI (0.5 GB),water,2048,lower_bound,1.7342290202000001
2675,0.5 GB,SCAMPI (0.5 GB),water,4096,lower_bound,3.3476944433
2676,32 GB,SCAMPI (32 GB),WindTurbine,512,lower_bound,0.0074398178
2677,32 GB,SCAMPI (32 GB),WindTurbine,1024,lower_bound,0.0051931386
2678,32 GB,SCAMPI (32 GB),WindTurbine,2048,lower_bound,0.0071114803
2679,32 GB,SCAMPI (32 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2680,64 GB,SCAMPI (64 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
2681,64 GB,SCAMPI (64 GB),Bird12-Week3_2018_1_10,1024,lower_bound,4.0610898952
2682,64 GB,SCAMPI (64 GB),Bird12-Week3_2018_1_10,2048,lower_bound,5.7301861498
2683,64 GB,SCAMPI (64 GB),Bird12-Week3_2018_1_10,4096,lower_bound,7.7498992858
2684,64 GB,SCAMPI (64 GB),FingerFlexionECoG,512,lower_bound,1e-10
2685,64 GB,SCAMPI (64 GB),FingerFlexionECoG,1024,lower_bound,7.000000000000001e-10
2686,64 GB,SCAMPI (64 GB),FingerFlexionECoG,2048,lower_bound,1.5e-09
2687,64 GB,SCAMPI (64 GB),FingerFlexionECoG,4096,lower_bound,0.0005514135
2688,0.5 GB,SCAMPI (0.5 GB),recorddata,512,lower_bound,0.0077470763
2689,0.5 GB,SCAMPI (0.5 GB),recorddata,1024,lower_bound,0.0055157631
2690,0.5 GB,SCAMPI (0.5 GB),recorddata,2048,lower_bound,0.0078113246
2691,0.5 GB,SCAMPI (0.5 GB),recorddata,4096,lower_bound,0.005526114
2692,1 GB,SCAMPI (1 GB),EOG_one_hour_50_Hz,512,lower_bound,4.5148867368
2693,1 GB,SCAMPI (1 GB),EOG_one_hour_50_Hz,1024,lower_bound,6.9860032469
2694,1 GB,SCAMPI (1 GB),EOG_one_hour_50_Hz,2048,lower_bound,10.3411611267
2695,1 GB,SCAMPI (1 GB),EOG_one_hour_50_Hz,4096,lower_bound,14.6835272809
2696,16 GB,SCAMPI (16 GB),FingerFlexionECoG,512,lower_bound,1e-10
2697,16 GB,SCAMPI (16 GB),FingerFlexionECoG,1024,lower_bound,7.000000000000001e-10
2698,16 GB,SCAMPI (16 GB),FingerFlexionECoG,2048,lower_bound,1.5e-09
2699,16 GB,SCAMPI (16 GB),FingerFlexionECoG,4096,lower_bound,0.0005514135
2700,0.25 GB,SCAMPI (0.25 GB),swtAttack7,512,lower_bound,0.0017530025
2701,0.25 GB,SCAMPI (0.25 GB),swtAttack7,1024,lower_bound,1.2948129188
2702,0.25 GB,SCAMPI (0.25 GB),swtAttack7,2048,lower_bound,2.1635330039
2703,0.25 GB,SCAMPI (0.25 GB),swtAttack7,4096,lower_bound,3.8875234225
2704,32 GB,SCAMPI (32 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8231826029
2705,32 GB,SCAMPI (32 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.6790353249
2706,32 GB,SCAMPI (32 GB),Challenge2009TestSetA_101a,2048,lower_bound,8.0455085165
2707,32 GB,SCAMPI (32 GB),Challenge2009TestSetA_101a,4096,lower_bound,14.0132929363
2708,16 GB,SCAMPI (16 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
2709,16 GB,SCAMPI (16 GB),Bird12-Week3_2018_1_10,1024,lower_bound,3.2521513966
2710,16 GB,SCAMPI (16 GB),Bird12-Week3_2018_1_10,2048,lower_bound,4.5702294393
2711,16 GB,SCAMPI (16 GB),Bird12-Week3_2018_1_10,4096,lower_bound,6.2206732111
2712,0.5 GB,SCAMPI (0.5 GB),SpainishEnergyDataset5sec,512,lower_bound,0.0077772817
2713,0.5 GB,SCAMPI (0.5 GB),SpainishEnergyDataset5sec,1024,lower_bound,0.0054484326
2714,0.5 GB,SCAMPI (0.5 GB),SpainishEnergyDataset5sec,2048,lower_bound,0.0465480857
2715,0.5 GB,SCAMPI (0.5 GB),SpainishEnergyDataset5sec,4096,lower_bound,0.0158550373
2716,8 GB,SCAMPI (8 GB),water,512,lower_bound,4.5500000000000004e-08
2717,8 GB,SCAMPI (8 GB),water,1024,lower_bound,0.000333317
2718,8 GB,SCAMPI (8 GB),water,2048,lower_bound,2.8398946838
2719,8 GB,SCAMPI (8 GB),water,4096,lower_bound,5.5615790511
2720,1 GB,SCAMPI (1 GB),swtAttack38,512,lower_bound,5.777e-07
2721,1 GB,SCAMPI (1 GB),swtAttack38,1024,lower_bound,0.7895824921
2722,1 GB,SCAMPI (1 GB),swtAttack38,2048,lower_bound,1.4588981614
2723,1 GB,SCAMPI (1 GB),swtAttack38,4096,lower_bound,3.4593034127
2724,8 GB,SCAMPI (8 GB),SpainishEnergyDataset5sec,512,lower_bound,0.0077772817
2725,8 GB,SCAMPI (8 GB),SpainishEnergyDataset5sec,1024,lower_bound,0.0054484326
2726,8 GB,SCAMPI (8 GB),SpainishEnergyDataset5sec,2048,lower_bound,0.0075892367
2727,8 GB,SCAMPI (8 GB),SpainishEnergyDataset5sec,4096,lower_bound,0.0158550373
2728,8 GB,SCAMPI (8 GB),stator_winding,512,lower_bound,0.4291948799
2729,8 GB,SCAMPI (8 GB),stator_winding,1024,lower_bound,0.5924219641
2730,8 GB,SCAMPI (8 GB),stator_winding,2048,lower_bound,0.8157981186000001
2731,8 GB,SCAMPI (8 GB),stator_winding,4096,lower_bound,1.1485749105
2732,0.5 GB,SCAMPI (0.5 GB),stator_winding,512,lower_bound,0.2982540691
2733,0.5 GB,SCAMPI (0.5 GB),stator_winding,1024,lower_bound,0.4172711226
2734,0.5 GB,SCAMPI (0.5 GB),stator_winding,2048,lower_bound,0.5953121406
2735,0.5 GB,SCAMPI (0.5 GB),stator_winding,4096,lower_bound,0.8945122575000001
2736,64 GB,SCAMPI (64 GB),CinC_Challenge,512,lower_bound,0.0
2737,64 GB,SCAMPI (64 GB),CinC_Challenge,1024,lower_bound,0.0
2738,64 GB,SCAMPI (64 GB),CinC_Challenge,2048,lower_bound,0.0
2739,64 GB,SCAMPI (64 GB),CinC_Challenge,4096,lower_bound,0.0
2740,32 GB,SCAMPI (32 GB),water,512,lower_bound,0.007340015
2741,32 GB,SCAMPI (32 GB),water,1024,lower_bound,0.0052182939000000005
2742,32 GB,SCAMPI (32 GB),water,2048,lower_bound,3.2034012033
2743,32 GB,SCAMPI (32 GB),water,4096,lower_bound,6.4750751271
2744,0.5 GB,SCAMPI (0.5 GB),solarwind,512,lower_bound,0.1954133149
2745,0.5 GB,SCAMPI (0.5 GB),solarwind,1024,lower_bound,0.4120372547
2746,0.5 GB,SCAMPI (0.5 GB),solarwind,2048,lower_bound,1.0805253638
2747,0.5 GB,SCAMPI (0.5 GB),solarwind,4096,lower_bound,2.0222329878
2748,16 GB,SCAMPI (16 GB),CinC_Challenge,512,lower_bound,0.0
2749,16 GB,SCAMPI (16 GB),CinC_Challenge,1024,lower_bound,0.0
2750,16 GB,SCAMPI (16 GB),CinC_Challenge,2048,lower_bound,0.0
2751,16 GB,SCAMPI (16 GB),CinC_Challenge,4096,lower_bound,0.0
2752,2 GB,SCAMPI (2 GB),house,512,lower_bound,0.0069767261
2753,2 GB,SCAMPI (2 GB),house,1024,lower_bound,0.0099982121
2754,2 GB,SCAMPI (2 GB),house,2048,lower_bound,0.2091871134
2755,2 GB,SCAMPI (2 GB),house,4096,lower_bound,1.1317572781
2756,4 GB,SCAMPI (4 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
2757,4 GB,SCAMPI (4 GB),Bird12-Week3_2018_1_10,1024,lower_bound,2.5634605126
2758,4 GB,SCAMPI (4 GB),Bird12-Week3_2018_1_10,2048,lower_bound,3.580399713
2759,4 GB,SCAMPI (4 GB),Bird12-Week3_2018_1_10,4096,lower_bound,4.8334467004
2760,2 GB,SCAMPI (2 GB),BlackLeggedKittiwake,512,lower_bound,0.8951664651000001
2761,2 GB,SCAMPI (2 GB),BlackLeggedKittiwake,1024,lower_bound,1.848006019
2762,2 GB,SCAMPI (2 GB),BlackLeggedKittiwake,2048,lower_bound,3.0041651018
2763,2 GB,SCAMPI (2 GB),BlackLeggedKittiwake,4096,lower_bound,5.3718460492
2764,8 GB,SCAMPI (8 GB),EOG_one_hour_50_Hz,512,lower_bound,4.5610354939
2765,8 GB,SCAMPI (8 GB),EOG_one_hour_50_Hz,1024,lower_bound,6.9860032469
2766,8 GB,SCAMPI (8 GB),EOG_one_hour_50_Hz,2048,lower_bound,10.6364008884
2767,8 GB,SCAMPI (8 GB),EOG_one_hour_50_Hz,4096,lower_bound,15.5235333579
2768,8 GB,SCAMPI (8 GB),swtAttack38,512,lower_bound,5.777e-07
2769,8 GB,SCAMPI (8 GB),swtAttack38,1024,lower_bound,0.9016522652000001
2770,8 GB,SCAMPI (8 GB),swtAttack38,2048,lower_bound,1.6384548582
2771,8 GB,SCAMPI (8 GB),swtAttack38,4096,lower_bound,3.5780314549
2772,0.5 GB,SCAMPI (0.5 GB),Challenge2009Respiration500HZ,512,lower_bound,0.0073315315
2773,0.5 GB,SCAMPI (0.5 GB),Challenge2009Respiration500HZ,1024,lower_bound,0.0051774690000000005
2774,0.5 GB,SCAMPI (0.5 GB),Challenge2009Respiration500HZ,2048,lower_bound,1.3898572563
2775,0.5 GB,SCAMPI (0.5 GB),Challenge2009Respiration500HZ,4096,lower_bound,3.4787062926
2776,1 GB,SCAMPI (1 GB),SpainishEnergyDataset5sec,512,lower_bound,0.0077772817
2777,1 GB,SCAMPI (1 GB),SpainishEnergyDataset5sec,1024,lower_bound,0.0054484326
2778,1 GB,SCAMPI (1 GB),SpainishEnergyDataset5sec,2048,lower_bound,0.0075892367
2779,1 GB,SCAMPI (1 GB),SpainishEnergyDataset5sec,4096,lower_bound,0.0158550373
2780,0.5 GB,SCAMPI (0.5 GB),MGHSleepElectromyography,512,lower_bound,0.5017504392000001
2781,0.5 GB,SCAMPI (0.5 GB),MGHSleepElectromyography,1024,lower_bound,1.1349951268
2782,0.5 GB,SCAMPI (0.5 GB),MGHSleepElectromyography,2048,lower_bound,2.0879669163
2783,0.5 GB,SCAMPI (0.5 GB),MGHSleepElectromyography,4096,lower_bound,3.0044804167
2784,32 GB,SCAMPI (32 GB),Lab_K_060314,512,lower_bound,3.1748944441
2785,32 GB,SCAMPI (32 GB),Lab_K_060314,1024,lower_bound,4.4917317468
2786,32 GB,SCAMPI (32 GB),Lab_K_060314,2048,lower_bound,6.2643055044
2787,32 GB,SCAMPI (32 GB),Lab_K_060314,4096,lower_bound,8.6734677234
2788,1 GB,SCAMPI (1 GB),stator_winding,512,lower_bound,0.356449985
2789,1 GB,SCAMPI (1 GB),stator_winding,1024,lower_bound,0.46878607600000005
2790,1 GB,SCAMPI (1 GB),stator_winding,2048,lower_bound,0.6835065318
2791,1 GB,SCAMPI (1 GB),stator_winding,4096,lower_bound,1.0003716962
2792,4 GB,SCAMPI (4 GB),CinC_Challenge,512,lower_bound,0.0
2793,4 GB,SCAMPI (4 GB),CinC_Challenge,1024,lower_bound,0.0
2794,4 GB,SCAMPI (4 GB),CinC_Challenge,2048,lower_bound,0.0
2795,4 GB,SCAMPI (4 GB),CinC_Challenge,4096,lower_bound,0.0
2796,1 GB,SCAMPI (1 GB),water,512,lower_bound,4.5500000000000004e-08
2797,1 GB,SCAMPI (1 GB),water,1024,lower_bound,0.000333317
2798,1 GB,SCAMPI (1 GB),water,2048,lower_bound,2.0674433298
2799,1 GB,SCAMPI (1 GB),water,4096,lower_bound,3.9280331269
2800,16 GB,SCAMPI (16 GB),Lab_K_060314,512,lower_bound,2.9252712937
2801,16 GB,SCAMPI (16 GB),Lab_K_060314,1024,lower_bound,4.1270893172
2802,16 GB,SCAMPI (16 GB),Lab_K_060314,2048,lower_bound,5.7026243135
2803,16 GB,SCAMPI (16 GB),Lab_K_060314,4096,lower_bound,7.9125404851
2804,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,512,lower_bound,0.0074098734
2805,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,1024,lower_bound,0.0052568936000000005
2806,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,2048,lower_bound,0.0990781372
2807,4 GB,SCAMPI (4 GB),SpainishEnergyDataset,4096,lower_bound,0.15601928680000002
2808,0.25 GB,SCAMPI (0.25 GB),stator_winding,512,lower_bound,0.2546071321
2809,0.25 GB,SCAMPI (0.25 GB),stator_winding,1024,lower_bound,0.3554531785
2810,0.25 GB,SCAMPI (0.25 GB),stator_winding,2048,lower_bound,0.5071177494
2811,0.25 GB,SCAMPI (0.25 GB),stator_winding,4096,lower_bound,0.7780668748
2812,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,512,lower_bound,0.0073315315
2813,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,1024,lower_bound,0.0051774690000000005
2814,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,2048,lower_bound,1.6276937921
2815,1 GB,SCAMPI (1 GB),Challenge2009Respiration500HZ,4096,lower_bound,4.141317015
2816,0.25 GB,SCAMPI (0.25 GB),solarwind,512,lower_bound,0.12303801310000001
2817,0.25 GB,SCAMPI (0.25 GB),solarwind,1024,lower_bound,0.2555674112
2818,0.25 GB,SCAMPI (0.25 GB),solarwind,2048,lower_bound,0.6271580783
2819,0.25 GB,SCAMPI (0.25 GB),solarwind,4096,lower_bound,1.1610124701
2820,4 GB,SCAMPI (4 GB),recorddata,512,lower_bound,0.0077470763
2821,4 GB,SCAMPI (4 GB),recorddata,1024,lower_bound,0.0055157631
2822,4 GB,SCAMPI (4 GB),recorddata,2048,lower_bound,0.0078113246
2823,4 GB,SCAMPI (4 GB),recorddata,4096,lower_bound,0.005526114
2824,64 GB,SCAMPI (64 GB),Lab_K_060314,512,lower_bound,1.8487714576
2825,64 GB,SCAMPI (64 GB),Lab_K_060314,1024,lower_bound,4.8895234883
2826,64 GB,SCAMPI (64 GB),Lab_K_060314,2048,lower_bound,6.7791799294
2827,64 GB,SCAMPI (64 GB),Lab_K_060314,4096,lower_bound,9.3682273757
2828,4 GB,SCAMPI (4 GB),Lab_K_060314,512,lower_bound,2.1920032894
2829,4 GB,SCAMPI (4 GB),Lab_K_060314,1024,lower_bound,3.0994606519
2830,4 GB,SCAMPI (4 GB),Lab_K_060314,2048,lower_bound,4.2828190808
2831,4 GB,SCAMPI (4 GB),Lab_K_060314,4096,lower_bound,6.0047084239
2832,16 GB,SCAMPI (16 GB),water,512,lower_bound,4.5500000000000004e-08
2833,16 GB,SCAMPI (16 GB),water,1024,lower_bound,0.000333317
2834,16 GB,SCAMPI (16 GB),water,2048,lower_bound,3.0065018386
